id_origen;fila_original;fecha;nombre;importe_eur;tipo;categoria_principal;subcategoria;contexto;plataforma;viaje_proyecto;recurrente;fiscal_piso_malaga;categoria_original;nota_migracion
mov-000059;60;2026-05-19;Compra;-11.08;Gasto;Comida;Supermercado;Personal;;;No;No aplica;Comida;
mov-000060;61;2026-05-19;Padel;-2.90;Gasto;Ocio;Deporte;Personal;;;No;No aplica;Actividades;
mov-000061;62;2026-05-19;Sushi;-5.20;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000062;63;2026-05-20;100m;-4.00;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000063;64;2026-05-20;Padel;-4.10;Gasto;Ocio;Deporte;Personal;;;No;No aplica;Actividades;
mov-000064;65;2026-05-22;Padel;-2.50;Gasto;Ocio;Deporte;Personal;;;No;No aplica;Actividades;
mov-000065;66;2026-05-23;Apuesta;-5.00;Gasto;Ocio;Apuestas;Personal;;;No;No aplica;Actividades;
mov-000066;67;2026-05-24;Desayuno;-7.00;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000067;68;2026-05-24;Voley;-2.00;Gasto;Ocio;Deporte;Personal;;;No;No aplica;Actividades;
mov-000068;69;2026-05-24;Helado;-5.00;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000069;70;2026-05-25;Piso;-715.00;Gasto;Vivienda personal;Alquiler Madrid;Vivienda personal;;;Sí;No aplica;Alquiler;
mov-000070;71;2026-05-26;Camiseta españa;-20.00;Gasto;Compras;Ropa y accesorios;Personal;;;No;No aplica;Shopping;
mov-000071;72;2026-05-26;Sushi;-12.20;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000072;73;2026-05-28;Diagnostico aire acondicionado;-54.45;Gasto;Piso Málaga;Mantenimiento y reparaciones;Piso Málaga;;;No;Gasto del inmueble - revisar deducibilidad;Utilities;
mov-000073;74;2026-05-28;Alcol y picoteo;-6.00;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000074;75;2026-05-29;Bus;-1.40;Gasto;Transporte;Bus y metro;Personal;;;No;No aplica;Transporte;
mov-000075;76;2026-05-29;Coffe;-2.70;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000076;77;2026-06-02;Ingles;-233.00;Gasto;Educación;Exámenes e idiomas;Personal;;;No;No aplica;Educación;
mov-000077;78;2026-06-03;Anillo;-12.00;Gasto;Compras;Regalos;Personal;;Tailandia 2026;No;No aplica;Comida;Regalo para la pareja
mov-000078;79;2026-06-04;Pelea;-16.00;Gasto;Ocio;Cultura y eventos;Personal;;Tailandia 2026;No;No aplica;Comida;Evento de Muay Thai
mov-000079;80;2026-05-29;Indio;-39.88;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000080;81;2026-05-29;Cine;-17.80;Gasto;Ocio;Cultura y eventos;Personal;;;No;No aplica;Actividades;
mov-000081;82;2026-05-30;Carne;-2.75;Gasto;Comida;Supermercado;Personal;;;No;No aplica;Comida;
mov-000082;83;2026-05-31;Uber eats;-24.00;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000083;84;2026-06-02;Alquiler;600.00;Ingreso;Piso Málaga;Ingreso alquiler;Piso Málaga;Residencial;;Sí;Ingreso del inmueble;Alquiler;
mov-000086;87;2026-06-06;Icloud;-9.99;Gasto;Suscripciones;Almacenamiento y servicios digitales;Personal;;;Sí;No aplica;Suscripciones;
mov-000087;88;2026-05-25;Compra;-0.90;Gasto;Comida;Supermercado;Personal;;;No;No aplica;Comida;
mov-000088;89;2026-06-01;Piso;600.00;Ingreso;Piso Málaga;Ingreso alquiler;Piso Málaga;Residencial;;Sí;Ingreso del inmueble;Alquiler;
mov-000089;90;2026-05-25;Mac;975.00;Ingreso;Ingresos;Venta de artículos;Personal;;;No;No aplica;Sueldo;Venta de un Mac
mov-000090;91;2026-05-13;Pickeball;-5.00;Gasto;Ocio;Deporte;Personal;;;No;No aplica;Actividades;
mov-000091;92;2026-05-13;Ocu;-14.00;Gasto;Suscripciones;Medios y asociaciones;Personal;;;Sí;No aplica;Suscripciones;
mov-000092;93;2026-05-11;Trenes;-46.75;Gasto;Transporte;Tren;Personal;;;No;No aplica;Transporte;
mov-000093;94;2026-05-10;Entrada canto del loco;-5.00;Gasto;Ocio;Cultura y eventos;Personal;;;No;No aplica;Actividades;
mov-000094;95;2026-05-10;Cerveza;-5.00;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000095;96;2026-05-10;Vino;-3.30;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000096;97;2026-05-10;Pasta;-3.70;Gasto;Comida;Supermercado;Personal;;;No;No aplica;Comida;
mov-000097;98;2026-05-09;Compra;-14.11;Gasto;Comida;Supermercado;Personal;;;No;No aplica;Comida;
mov-000098;99;2026-05-09;Nomina;771.44;Ingreso;Ingresos;Trabajo;Personal;;;Sí;No aplica;Sueldo;
mov-000099;100;2026-05-08;Cereales culpa nacho;-4.60;Gasto;Comida;Supermercado;Personal;;;No;No aplica;Comida;
mov-000100;101;2026-05-07;Metro;-10.00;Gasto;Transporte;Bus y metro;Personal;;;No;No aplica;Transporte;
mov-000101;102;2026-05-07;Comida uber;-6.30;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000102;103;2026-05-06;Pago alquiler ucl deposito;-473.00;Gasto;Vivienda personal;Depósitos y reservas;Vivienda personal;;;No;No aplica;Alquiler;Depósito de alojamiento en Londres/UCL
mov-000103;104;2026-05-06;Tacos;-11.00;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000104;105;2026-05-06;Tools;-14.15;Gasto;Transporte;Parking y peajes;Personal;;;No;No aplica;Transporte;
mov-000107;108;2026-05-05;Comida noruega;-121.52;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000108;109;2026-05-05;Carga coche;-35.86;Gasto;Transporte;Coche;Personal;;;No;No aplica;Transporte;
mov-000109;110;2026-05-05;Kayak;-60.00;Gasto;Ocio;Excursiones y experiencias;Personal;;;No;No aplica;Actividades;
mov-000110;111;2026-05-05;Parking;-5.76;Gasto;Transporte;Parking y peajes;Personal;;;No;No aplica;Transporte;Aparcamiento ocasional
mov-000111;112;2026-05-05;Tren malaga;-30.00;Gasto;Transporte;Tren;Personal;;;No;No aplica;Transporte;
mov-000112;113;2026-05-05;Comunidad;-70.80;Gasto;Piso Málaga;Comunidad;Piso Málaga;;;Sí;Gasto del inmueble - revisar deducibilidad;Utilities;
mov-000113;114;2026-05-05;Compra;-54.55;Gasto;Comida;Supermercado;Personal;;;No;No aplica;Comida;
mov-000114;115;2026-05-05;Alquiler;-700.00;Gasto;Vivienda personal;Alquiler Madrid;Vivienda personal;;;Sí;No aplica;Alquiler;
mov-000115;116;2026-05-05;Icloud;-9.99;Gasto;Suscripciones;Almacenamiento y servicios digitales;Personal;;;Sí;No aplica;Suscripciones;
mov-000116;117;2026-05-04;Alquiler;600.00;Ingreso;Piso Málaga;Ingreso alquiler;Piso Málaga;Residencial;;Sí;Ingreso del inmueble;Alquiler;
mov-000117;118;2026-05-01;Alquiler;600.00;Ingreso;Piso Málaga;Ingreso alquiler;Piso Málaga;Residencial;;Sí;Ingreso del inmueble;Alquiler;
mov-000118;119;2026-04-28;Alojamiento noruega;-53.12;Gasto;Vivienda personal;Alojamiento temporal;Vivienda personal;;;No;No aplica;Actividades;
mov-000119;120;2026-04-27;Pelu;-10.00;Gasto;Salud;Cuidado personal;Personal;;;No;No aplica;Salud;
mov-000120;121;2026-04-25;Acuarius;-3.00;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000121;122;2026-04-23;Vacuna;-30.44;Gasto;Salud;Vacunas;Personal;;;No;No aplica;Salud;
mov-000122;123;2026-04-23;Cine;-5.50;Gasto;Ocio;Cultura y eventos;Personal;;;No;No aplica;Actividades;
mov-000123;124;2026-04-23;Udon;-2.95;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000124;125;2026-04-20;Compra;-1.88;Gasto;Comida;Supermercado;Personal;;;No;No aplica;Comida;
mov-000125;126;2026-04-20;Ladron de verano;-2.50;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000126;127;2026-04-19;Desayuno;-7.30;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000127;128;2026-04-19;Voley;-2.80;Gasto;Ocio;Deporte;Personal;;;No;No aplica;Actividades;
mov-000128;129;2026-04-19;Padel;-6.00;Gasto;Ocio;Deporte;Personal;;;No;No aplica;Actividades;
mov-000129;130;2026-04-18;Compra;-4.32;Gasto;Comida;Supermercado;Personal;;;No;No aplica;Comida;
mov-000130;131;2026-04-17;Parque de atracciones;-36.91;Gasto;Ocio;Excursiones y experiencias;Personal;;;No;No aplica;Comida;
mov-000131;132;2026-04-17;Voley;-3.70;Gasto;Ocio;Deporte;Personal;;;No;No aplica;Actividades;
mov-000132;133;2026-04-15;Tren;-28.48;Gasto;Transporte;Tren;Personal;;;No;No aplica;Transporte;
mov-000133;134;2026-04-14;Pickeball;-6.00;Gasto;Ocio;Deporte;Personal;;;No;No aplica;Actividades;
mov-000134;135;2026-04-14;Chatgpt;-23.00;Gasto;Suscripciones;IA y software;Personal;;;Sí;No aplica;Suscripciones;
mov-000135;136;2026-04-14;Compra;-8.14;Gasto;Comida;Supermercado;Personal;;;No;No aplica;Comida;
mov-000136;137;2026-04-12;Disco;-15.00;Gasto;Ocio;Vida nocturna;Personal;;;No;No aplica;Actividades;
mov-000137;138;2026-04-12;Cerve;-5.80;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000138;139;2026-04-12;Comida moderna;-14.15;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000139;140;2026-04-11;Sushi;-29.15;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000140;141;2026-04-11;Nomina;772.00;Ingreso;Ingresos;Trabajo;Personal;;;Sí;No aplica;Sueldo;
mov-000141;142;2026-04-11;Carbonara;-3.51;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000142;143;2026-04-11;Helado;-2.65;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000143;144;2026-04-10;Bocadillo;-3.50;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000144;145;2026-04-09;Orla;-18.95;Gasto;Educación;Otros;Personal;;;No;No aplica;Educación;
mov-000145;146;2026-04-09;Beca ministerio;413.07;Ingreso;Ingresos;Becas y ayudas;Personal;;;No;No aplica;Educación;Beca educativa
mov-000146;147;2026-04-09;Comunidad;-70.80;Gasto;Piso Málaga;Comunidad;Piso Málaga;;;Sí;Gasto del inmueble - revisar deducibilidad;Utilities;
mov-000147;148;2026-04-08;Compra;-39.72;Gasto;Comida;Supermercado;Personal;;;No;No aplica;Comida;
mov-000148;149;2026-04-08;Libro;-24.90;Gasto;Compras;Libros y papelería;Personal;;;No;No aplica;Shopping;
mov-000149;150;2026-04-08;Metro;-10.00;Gasto;Transporte;Bus y metro;Personal;;;No;No aplica;Transporte;
mov-000150;151;2026-04-07;Apple;-9.99;Gasto;Suscripciones;Almacenamiento y servicios digitales;Personal;;;Sí;No aplica;Suscripciones;
mov-000151;152;2026-04-04;Tren;-4.50;Gasto;Transporte;Tren;Personal;;;No;No aplica;Transporte;
mov-000152;153;2026-04-03;Aurora;-65.40;Gasto;Ocio;Excursiones y experiencias;Personal;;;No;No aplica;Actividades;
mov-000153;154;2026-04-03;Snow;-115.50;Gasto;Ocio;Excursiones y experiencias;Personal;;;No;No aplica;Actividades;
mov-000154;155;2026-04-03;Uber;-40.00;Gasto;Transporte;Taxi y VTC;Personal;;;No;No aplica;Transporte;
mov-000155;156;2026-04-03;Comida finlandia;-129.35;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000156;157;2026-04-03;Entradas;-25.00;Gasto;Ocio;Cultura y eventos;Personal;;;No;No aplica;Actividades;
mov-000157;158;2026-04-02;Piso;600.00;Ingreso;Piso Málaga;Ingreso alquiler;Piso Málaga;Residencial;;Sí;Ingreso del inmueble;Alquiler;
mov-000158;159;2026-04-02;Piso;-740.00;Gasto;Vivienda personal;Alquiler Madrid;Vivienda personal;;;Sí;No aplica;Alquiler;
mov-000160;161;2026-04-01;Alquiler;600.00;Ingreso;Piso Málaga;Ingreso alquiler;Piso Málaga;Residencial;;Sí;Ingreso del inmueble;Alquiler;
mov-000162;163;2026-03-31;Noruega coche;-120.00;Gasto;Transporte;Coche;Personal;;;No;No aplica;Transporte;
mov-000163;164;2026-03-31;Alojamiento noruega;-168.33;Gasto;Vivienda personal;Alojamiento temporal;Vivienda personal;;;No;No aplica;Actividades;
mov-000164;165;2026-03-31;Bus arlanda;-29.35;Gasto;Transporte;Bus y metro;Personal;;;No;No aplica;Transporte;
mov-000165;166;2026-03-31;Burger;-5.41;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000166;167;2026-03-30;Tailandia;-767.00;Gasto;Transporte;Avión;Personal;;Tailandia 2026;No;No aplica;Transporte;"Movimiento conjunto: principalmente vuelos; incluye aproximadamente 60 € de tren y bus según el usuario."
mov-000167;168;2026-03-30;Seguro;-50.00;Gasto;Salud;Seguro de viaje;Personal;;;No;No aplica;Actividades;
mov-000168;169;2026-03-30;Blabla;169.70;Ingreso;Ingresos;Transporte compartido;Personal;;;No;No aplica;Transporte;Ingreso de BlaBlaCar
mov-000169;170;2026-03-29;Beca ministerio;403.00;Ingreso;Ingresos;Becas y ayudas;Personal;;;No;No aplica;Educación;Beca educativa
mov-000170;171;2026-03-27;Palomitas;-3.30;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000171;172;2026-03-27;Dominos;-13.00;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000172;173;2026-03-27;Palomitas;-3.90;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000173;174;2026-03-25;Vuelos;-141.00;Gasto;Transporte;Avión;Personal;;;No;No aplica;Transporte;
mov-000174;175;2026-03-23;Tren refund;36.00;Ingreso;Ingresos;Reembolsos;Personal;;;No;No aplica;Transporte;Reembolso de transporte
mov-000175;176;2026-03-23;Vlabla;100.10;Ingreso;Ingresos;Transporte compartido;Personal;;;No;No aplica;Transporte;Ingreso de BlaBlaCar
mov-000176;177;2026-03-22;Kalo;-13.00;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000177;178;2026-03-20;Tren;-14.96;Gasto;Transporte;Tren;Personal;;;No;No aplica;Transporte;
mov-000178;179;2026-03-19;Compra;-42.63;Gasto;Comida;Supermercado;Personal;;;No;No aplica;Comida;
mov-000179;180;2026-03-19;Regalo;-10.00;Gasto;Compras;Regalos;Personal;;;No;No aplica;Shopping;
mov-000180;181;2026-03-18;Cine;-6.70;Gasto;Ocio;Cultura y eventos;Personal;;;No;No aplica;Actividades;
mov-000181;182;2026-03-18;Kebap;-3.80;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000182;183;2026-03-12;Compra;-6.00;Gasto;Comida;Supermercado;Personal;;;No;No aplica;Comida;
mov-000183;184;2026-03-11;Bocata;-3.50;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000184;185;2026-03-10;Compra;-7.42;Gasto;Comida;Supermercado;Personal;;;No;No aplica;Comida;
mov-000185;186;2026-03-10;Compra;-31.55;Gasto;Comida;Supermercado;Personal;;;No;No aplica;Comida;
mov-000186;187;2026-03-09;Metro;-10.00;Gasto;Transporte;Bus y metro;Personal;;;No;No aplica;Transporte;
mov-000187;188;2026-03-09;Compra;-9.02;Gasto;Comida;Supermercado;Personal;;;No;No aplica;Comida;
mov-000188;189;2026-03-07;Hamburguesa;-9.50;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000189;190;2026-03-07;Cine;-7.40;Gasto;Ocio;Cultura y eventos;Personal;;;No;No aplica;Actividades;
mov-000190;191;2026-03-07;Poker;65.00;Ingreso;Ocio;Apuestas;Personal;;;No;No aplica;Actividades;
mov-000191;192;2026-03-07;Sueldo;758.00;Ingreso;Ingresos;Trabajo;Personal;;;Sí;No aplica;Sueldo;
mov-000192;193;2026-03-05;Apple;-9.99;Gasto;Suscripciones;Almacenamiento y servicios digitales;Personal;;;Sí;No aplica;Suscripciones;
mov-000193;194;2026-03-04;Bocata tortilla;-3.50;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000194;195;2026-03-04;Comia;-3.15;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000195;196;2026-03-04;Comunidad;-70.80;Gasto;Piso Málaga;Comunidad;Piso Málaga;;;Sí;Gasto del inmueble - revisar deducibilidad;Utilities;
mov-000196;197;2026-03-02;Piso;-700.00;Gasto;Vivienda personal;Alquiler Madrid;Vivienda personal;;;Sí;No aplica;Alquiler;
mov-000197;198;2026-03-02;Kebap;-3.80;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000198;199;2026-03-01;Alquiler;1200.00;Ingreso;Piso Málaga;Ingreso alquiler;Piso Málaga;Residencial;;Sí;Ingreso del inmueble;Alquiler;
mov-000199;200;2026-03-01;Rinomer;-28.15;Gasto;Salud;Medicamentos;Personal;;;No;No aplica;Sueldo;
mov-000200;201;2026-03-01;Compra;-3.34;Gasto;Comida;Supermercado;Personal;;;No;No aplica;Comida;
mov-000203;204;2026-02-28;Libro;-24.00;Gasto;Compras;Libros y papelería;Personal;;;No;No aplica;Shopping;
mov-000204;205;2026-02-28;Compra;-8.95;Gasto;Comida;Supermercado;Personal;;;No;No aplica;Comida;
mov-000205;206;2026-02-25;Medicamentos;-39.24;Gasto;Salud;Medicamentos;Personal;;;No;No aplica;Salud;
mov-000206;207;2026-02-25;Compra;-4.17;Gasto;Comida;Supermercado;Personal;;;No;No aplica;Comida;
mov-000207;208;2026-02-23;Compra;-4.87;Gasto;Comida;Supermercado;Personal;;;No;No aplica;Comida;
mov-000208;209;2026-02-23;Compra;-13.51;Gasto;Comida;Supermercado;Personal;;;No;No aplica;Comida;
mov-000209;210;2026-02-22;Bocata;-5.00;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000210;211;2026-02-22;Hamburguesa;-7.00;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000211;212;2026-02-22;Gastos varios sn;-23.00;Gasto;Ocio;Deporte;Personal;;;No;No aplica;Actividades;
mov-000212;213;2026-02-20;Sushi;-27.50;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000213;214;2026-02-19;Pollo;-2.55;Gasto;Comida;Supermercado;Personal;;;No;No aplica;Comida;
mov-000214;215;2026-02-18;Tren;-9.40;Gasto;Transporte;Tren;Personal;;;No;No aplica;Transporte;
mov-000215;216;2026-02-16;Cereales;-4.75;Gasto;Comida;Supermercado;Personal;;;No;No aplica;Comida;
mov-000216;217;2026-02-15;Compra makro;-14.00;Gasto;Comida;Supermercado;Personal;;;No;No aplica;Comida;
mov-000217;218;2026-02-14;Compra;-20.25;Gasto;Comida;Supermercado;Personal;;;No;No aplica;Comida;
mov-000218;219;2026-02-13;Bus devolucion;20.73;Ingreso;Ingresos;Reembolsos;Personal;;;No;No aplica;Transporte;Reembolso de transporte
mov-000219;220;2026-02-12;Tasa deposito de arrendamientos;-32.73;Gasto;Piso Málaga;Impuestos y tasas;Piso Málaga;;;No;Gasto del inmueble - revisar deducibilidad;Utilities;
mov-000220;221;2026-02-12;Bono bus;-30.00;Gasto;Transporte;Bus y metro;Personal;;;No;No aplica;Transporte;
mov-000221;222;2026-02-12;Trenes devolucion;36.12;Ingreso;Ingresos;Reembolsos;Personal;;;No;No aplica;Transporte;Reembolso de transporte
mov-000222;223;2026-02-11;Compra;-11.45;Gasto;Comida;Supermercado;Personal;;;No;No aplica;Comida;
mov-000223;224;2026-02-08;Merca;-12.36;Gasto;Comida;Supermercado;Personal;;;No;No aplica;Comida;
mov-000224;225;2026-02-08;Accenture;82.93;Ingreso;Ingresos;Trabajo;Personal;;;Sí;No aplica;Sueldo;
mov-000225;226;2026-02-07;Metro;-10.00;Gasto;Transporte;Bus y metro;Personal;;;No;No aplica;Transporte;
mov-000226;227;2026-02-06;Comida;-7.20;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000227;228;2026-02-05;iCloud;-9.99;Gasto;Suscripciones;Almacenamiento y servicios digitales;Personal;;;Sí;No aplica;Suscripciones;
mov-000228;229;2026-02-05;Juego tele;-30.00;Gasto;Ocio;Otros;Personal;;;No;No aplica;Actividades;
mov-000229;230;2026-02-04;Bocata;-4.50;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000230;231;2026-02-04;Buffet;-40.00;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000233;234;2026-02-01;Piso;1200.00;Ingreso;Piso Málaga;Ingreso alquiler;Piso Málaga;Residencial;;Sí;Ingreso del inmueble;Alquiler;
mov-000234;235;2026-02-01;Comunidad;-70.80;Gasto;Piso Málaga;Comunidad;Piso Málaga;;;Sí;Gasto del inmueble - revisar deducibilidad;Utilities;
mov-000235;236;2026-02-01;Alquiler piso mad;-725.00;Gasto;Vivienda personal;Alquiler Madrid;Vivienda personal;;;Sí;No aplica;Alquiler;
mov-000236;237;2026-01-31;Tren y avion malaga;-106.66;Gasto;Transporte;Tren;Personal;;;No;No aplica;Transporte;
mov-000237;238;2026-01-31;Cerve;-1.60;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000238;239;2026-01-30;Devolucion uber;18.00;Ingreso;Ingresos;Reembolsos;Personal;;;No;No aplica;Transporte;Reembolso de transporte
mov-000239;240;2026-01-30;Vueling;250.00;Ingreso;Ingresos;Reembolsos;Personal;;;No;No aplica;Transporte;Reembolso de transporte
mov-000240;241;2026-01-30;Burguer;-9.54;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000241;242;2026-01-29;Scaperoom;-10.80;Gasto;Ocio;Excursiones y experiencias;Personal;;;No;No aplica;Actividades;
mov-000242;243;2026-01-29;Pizza;-3.50;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000243;244;2026-01-28;Compra;-53.58;Gasto;Comida;Supermercado;Personal;;;No;No aplica;Comida;
mov-000244;245;2026-01-26;Manzana;-1.60;Gasto;Comida;Supermercado;Personal;;;No;No aplica;Comida;
mov-000245;246;2026-01-24;Comida;-33.80;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000246;247;2026-01-23;Tren;-3.60;Gasto;Transporte;Tren;Personal;;;No;No aplica;Transporte;
mov-000247;248;2026-01-20;Bus;-21.00;Gasto;Transporte;Bus y metro;Personal;;;No;No aplica;Transporte;
mov-000248;249;2026-01-20;Tagliatela;-46.50;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000249;250;2026-01-20;Devolucion laura;6.24;Ingreso;Ingresos;Reembolsos;Personal;;;No;No aplica;Actividades;Reembolso de una actividad
mov-000250;251;2026-01-20;Pelu;-10.00;Gasto;Salud;Cuidado personal;Personal;;;No;No aplica;Salud;
mov-000251;252;2026-01-18;Churros;-6.30;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000252;253;2026-01-16;Griego;-7.50;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000253;254;2026-01-16;Cerveza;-3.50;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000254;255;2026-01-14;Chocolate;-3.20;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000255;256;2026-01-12;Ucl;-109.00;Gasto;Educación;Solicitudes de máster;Personal;;;No;No aplica;Educación;
mov-000256;257;2026-01-11;Bolitas;-3.08;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000257;258;2026-01-09;Compra;-40.00;Gasto;Comida;Supermercado;Personal;;;No;No aplica;Comida;
mov-000258;259;2026-01-09;Compra dia;-9.10;Gasto;Comida;Supermercado;Personal;;;No;No aplica;Comida;
mov-000259;260;2026-01-08;Metro;-10.00;Gasto;Transporte;Bus y metro;Personal;;;No;No aplica;Transporte;
mov-000260;261;2026-01-08;Solicitudes master;-595.00;Gasto;Educación;Solicitudes de máster;Personal;;;No;No aplica;Educación;
mov-000261;262;2026-01-08;Comida uni;-7.20;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000262;263;2026-01-07;Aparato;-30.00;Gasto;Salud;Médico y tratamientos;Personal;;;No;No aplica;Salud;"Clasificación por contexto; el concepto original es poco específico."
mov-000263;264;2026-01-07;Noel;500.00;Ingreso;Ingresos;Reembolsos;Personal;;Tailandia 2026;No;No aplica;Sueldo;Reembolso de vuelos pagados por adelantado. Se conserva el movimiento para no falsear el flujo de caja.
mov-000264;265;2026-01-07;Comunidad;-70.80;Gasto;Piso Málaga;Comunidad;Piso Málaga;;;Sí;Gasto del inmueble - revisar deducibilidad;Utilities;
mov-000265;266;2026-01-06;Alojamiento sn;-56.12;Gasto;Vivienda personal;Alojamiento temporal;Vivienda personal;;;No;No aplica;Actividades;
mov-000266;267;2026-01-06;Transporte sn;-60.20;Gasto;Transporte;Otros;Personal;;;No;No aplica;Transporte;
mov-000268;269;2026-01-06;Icloud;-9.99;Gasto;Suscripciones;Almacenamiento y servicios digitales;Personal;;;Sí;No aplica;Suscripciones;
mov-000269;270;2026-01-06;Alquiler equipo;-19.49;Gasto;Ocio;Deporte;Personal;;;No;No aplica;Actividades;
mov-000270;271;2026-01-06;Fortfait;-86.00;Gasto;Ocio;Deporte;Personal;;;No;No aplica;Actividades;
mov-000272;273;2026-01-05;Sierra nevada;-80.00;Gasto;Ocio;Deporte;Personal;;;No;No aplica;Actividades;
mov-000273;274;2026-01-05;Hamburguesa;-8.25;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000274;275;2026-01-05;Parking y gaso;-15.00;Gasto;Transporte;Coche;Personal;;;No;No aplica;Transporte;
mov-000275;276;2026-01-03;Furbo;-1.70;Gasto;Ocio;Deporte;Personal;;;No;No aplica;Actividades;
mov-000276;277;2026-01-01;Alquiler;-700.00;Gasto;Vivienda personal;Alquiler Madrid;Vivienda personal;;;Sí;No aplica;Alquiler;
mov-000277;278;2026-01-01;Chicas piso;1200.00;Ingreso;Piso Málaga;Ingreso alquiler;Piso Málaga;Residencial;;Sí;Ingreso del inmueble;Alquiler;
mov-000278;279;2025-12-31;Bono amigo;20.25;Ingreso;Ingresos;Otros;Personal;;;No;No aplica;Sueldo;Bonificación o referido
mov-000279;280;2025-12-29;Cena;-9.90;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000280;281;2025-12-26;Cena navidad;-23.20;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000281;282;2025-12-24;Sushi;-24.00;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000282;283;2025-12-23;Regalo;-5.00;Gasto;Compras;Regalos;Personal;;;No;No aplica;Shopping;
mov-000283;284;2025-12-21;Vino;-5.48;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000284;285;2025-12-21;Bus;-5.26;Gasto;Transporte;Bus y metro;Personal;;;No;No aplica;Transporte;
mov-000285;286;2025-12-19;Amazon regalo noa;-18.00;Gasto;Compras;Regalos;Personal;;;No;No aplica;Shopping;
