id_origen;fila_original;fecha;nombre;importe_eur;tipo;categoria_principal;subcategoria;contexto;plataforma;viaje_proyecto;recurrente;fiscal_piso_malaga;categoria_original;nota_migracion
mov-000512;513;2025-08-22;Bus arg;-55.00;Gasto;Transporte;Bus y metro;Personal;;;No;No aplica;Transporte;
mov-000513;514;2025-08-22;Comprita;-1.00;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000514;515;2025-08-22;Booking;565.15;Ingreso;Piso Málaga;Ingreso alquiler;Piso Málaga;Booking;;No;Ingreso del inmueble;Alquiler;Importe bancario neto. No reconstruir el desglose histórico sin los datos de la reserva.
mov-000515;516;2025-08-22;Airbnb;578.22;Ingreso;Piso Málaga;Ingreso alquiler;Piso Málaga;Airbnb;;No;Ingreso del inmueble;Alquiler;Importe bancario neto. No reconstruir el desglose histórico sin los datos de la reserva.
mov-000516;517;2025-08-21;Jardin de pollos;-2.40;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000517;518;2025-08-20;Provisiones;-1.00;Gasto;Comida;Supermercado;Personal;;;No;No aplica;Comida;
mov-000518;519;2025-08-19;Libro;-21.39;Gasto;Compras;Libros y papelería;Personal;;;No;No aplica;Shopping;
mov-000519;520;2025-08-19;Booking;308.27;Ingreso;Piso Málaga;Ingreso alquiler;Piso Málaga;Booking;;No;Ingreso del inmueble;Alquiler;Importe bancario neto. No reconstruir el desglose histórico sin los datos de la reserva.
mov-000520;521;2025-08-19;Compra;-26.63;Gasto;Comida;Supermercado;Personal;;;No;No aplica;Comida;
mov-000521;522;2025-08-19;Suavizante;-1.18;Gasto;Compras;Hogar y jardín;Personal;;;No;No aplica;Shopping;
mov-000522;523;2025-08-19;Bolt;-0.80;Gasto;Transporte;Taxi y VTC;Personal;;;No;No aplica;Transporte;
mov-000523;524;2025-08-18;Bolt;-1.50;Gasto;Transporte;Taxi y VTC;Personal;;;No;No aplica;Transporte;
mov-000524;525;2025-08-18;Furbo;-1.10;Gasto;Ocio;Deporte;Personal;;;No;No aplica;Actividades;
mov-000525;526;2025-08-18;Lomito;-2.70;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000526;527;2025-08-17;Cerveza 2L;-4.40;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000527;528;2025-08-17;Mesa casino;-2.20;Gasto;Ocio;Apuestas;Personal;;;No;No aplica;Actividades;
mov-000528;529;2025-08-17;Tarta;-3.53;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000529;530;2025-08-16;Entrada sabado;-2.45;Gasto;Ocio;Cultura y eventos;Personal;;;No;No aplica;Actividades;
mov-000530;531;2025-08-16;Comida china;-4.00;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000531;532;2025-08-15;Agua;-0.40;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000532;533;2025-08-15;Bolt;-4.65;Gasto;Transporte;Taxi y VTC;Personal;;;No;No aplica;Transporte;
mov-000533;534;2025-08-14;Compra;-11.99;Gasto;Comida;Supermercado;Personal;;;No;No aplica;Comida;
mov-000534;535;2025-08-13;Doña;-1.70;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000535;536;2025-08-13;Luz;-76.84;Gasto;Piso Málaga;Electricidad;Piso Málaga;;;Sí;Gasto del inmueble - revisar deducibilidad;Utilities;
mov-000536;537;2025-08-12;Furbo;-1.20;Gasto;Ocio;Deporte;Personal;;;No;No aplica;Actividades;
mov-000537;538;2025-08-12;Entrada viernes;-2.45;Gasto;Ocio;Cultura y eventos;Personal;;;No;No aplica;Actividades;
mov-000538;539;2025-08-12;Tren;-8.00;Gasto;Transporte;Tren;Personal;;;No;No aplica;Transporte;
mov-000539;540;2025-08-12;Bolt;-2.20;Gasto;Transporte;Taxi y VTC;Personal;;;No;No aplica;Transporte;
mov-000540;541;2025-08-11;Comida;-1.12;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000541;542;2025-08-11;Airbnb;385.48;Ingreso;Piso Málaga;Ingreso alquiler;Piso Málaga;Airbnb;;No;Ingreso del inmueble;Alquiler;Importe bancario neto. No reconstruir el desglose histórico sin los datos de la reserva.
mov-000542;543;2025-08-10;Lomito;-3.01;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000543;544;2025-08-10;Jjoo;-2.50;Gasto;Ocio;Cultura y eventos;Personal;;;No;No aplica;Actividades;
mov-000544;545;2025-08-10;Alojamiento arg;-70.00;Gasto;Vivienda personal;Alojamiento temporal;Vivienda personal;;;No;No aplica;Actividades;
mov-000545;546;2025-08-09;Bolt;-0.66;Gasto;Transporte;Taxi y VTC;Personal;;;No;No aplica;Transporte;
mov-000546;547;2025-08-09;Tallarines;-1.65;Gasto;Comida;Supermercado;Personal;;;No;No aplica;Comida;
mov-000547;548;2025-08-09;Recarga bus;-1.70;Gasto;Transporte;Bus y metro;Personal;;;No;No aplica;Transporte;
mov-000548;549;2025-08-08;Refund EYE2025;250.00;Ingreso;Ingresos;Voluntariado y colaboraciones;Personal;;EYE2025;No;No aplica;Sueldo;Compensación por voluntariado
mov-000549;550;2025-08-08;Booking;126.60;Ingreso;Piso Málaga;Ingreso alquiler;Piso Málaga;Booking;;No;Ingreso del inmueble;Alquiler;Importe bancario neto. No reconstruir el desglose histórico sin los datos de la reserva.
mov-000550;551;2025-08-08;El jardin de los pollos;-2.87;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000551;552;2025-08-08;Libro;-11.48;Gasto;Compras;Libros y papelería;Personal;;;No;No aplica;Shopping;
mov-000552;553;2025-08-08;Vuelos;-288.42;Gasto;Transporte;Avión;Personal;;;No;No aplica;Transporte;
mov-000553;554;2025-08-07;Doña;-1.74;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000554;555;2025-08-06;Doña;-1.20;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000555;556;2025-08-06;Comida;-4.69;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000556;557;2025-08-05;Billar;-1.74;Gasto;Ocio;Deporte;Personal;;;No;No aplica;Actividades;
mov-000557;558;2025-08-05;iCloud;-9.99;Gasto;Suscripciones;Almacenamiento y servicios digitales;Personal;;;Sí;No aplica;Suscripciones;
mov-000558;559;2025-08-05;Reserva piso;-250.00;Gasto;Vivienda personal;Depósitos y reservas;Vivienda personal;;;No;No aplica;Utilities;Reserva del piso de Madrid
mov-000559;560;2025-08-05;Doña;-1.45;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000560;561;2025-08-05;Ibi;-70.80;Gasto;Piso Málaga;Impuestos y tasas;Piso Málaga;;;No;Gasto del inmueble - revisar deducibilidad;Utilities;Se mantiene como IBI porque ya existe otro cargo de comunidad en agosto de 2025.
mov-000561;562;2025-08-04;Entradas furbo;-5.81;Gasto;Ocio;Deporte;Personal;;;No;No aplica;Actividades;
mov-000562;563;2025-08-04;Furbo;-1.20;Gasto;Ocio;Deporte;Personal;;;No;No aplica;Actividades;
mov-000563;564;2025-08-03;Cerveza;-1.73;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000564;565;2025-08-03;Colectivo;-0.35;Gasto;Transporte;Bus y metro;Personal;;;No;No aplica;Transporte;
mov-000565;566;2025-08-03;Alquiler;327.66;Ingreso;Piso Málaga;Ingreso alquiler;Piso Málaga;Directo/Otro;;No;Ingreso del inmueble;Alquiler;
mov-000566;567;2025-08-03;Comunidad;-70.80;Gasto;Piso Málaga;Comunidad;Piso Málaga;;;Sí;Gasto del inmueble - revisar deducibilidad;Utilities;
mov-000567;568;2025-08-02;Bolt;-6.61;Gasto;Transporte;Taxi y VTC;Personal;;;No;No aplica;Transporte;
mov-000568;569;2025-08-02;Bebida;-3.50;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000569;570;2025-08-02;Buffet;-3.52;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000570;571;2025-08-02;Frutilla;-2.43;Gasto;Comida;Supermercado;Personal;;;No;No aplica;Comida;
mov-000571;572;2025-08-02;Compra;-6.14;Gasto;Comida;Supermercado;Personal;;;No;No aplica;Comida;
mov-000572;573;2025-08-01;Peaje;-1.15;Gasto;Transporte;Parking y peajes;Personal;;;No;No aplica;Transporte;
mov-000575;576;2025-07-31;Bolt;-3.19;Gasto;Transporte;Taxi y VTC;Personal;;;No;No aplica;Transporte;
mov-000576;577;2025-07-31;Foood;-3.93;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000577;578;2025-07-31;Alquiler;62.94;Ingreso;Piso Málaga;Ingreso alquiler;Piso Málaga;Directo/Otro;;No;Ingreso del inmueble;Alquiler;
mov-000578;579;2025-07-30;Doña reina;-1.74;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000579;580;2025-07-29;Compra py;-17.56;Gasto;Comida;Supermercado;Personal;;;No;No aplica;Comida;
mov-000580;581;2025-07-29;Doña reina;-1.15;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000581;582;2025-07-29;Furbo;-1.14;Gasto;Ocio;Deporte;Personal;;;No;No aplica;Actividades;
mov-000582;583;2025-07-29;Bolt;-0.38;Gasto;Transporte;Taxi y VTC;Personal;;;No;No aplica;Transporte;
mov-000583;584;2025-07-29;Cosas casa;-1.64;Gasto;Compras;Hogar y jardín;Personal;;;No;No aplica;Shopping;
mov-000584;585;2025-07-29;Conciertos;-21.49;Gasto;Ocio;Cultura y eventos;Personal;;;No;No aplica;Actividades;
mov-000585;586;2025-07-29;Lomito;-2.57;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000586;587;2025-07-28;Peajes;-2.64;Gasto;Transporte;Parking y peajes;Personal;;;No;No aplica;Transporte;
mov-000587;588;2025-07-28;Parkings;-2.63;Gasto;Transporte;Parking y peajes;Personal;;;No;No aplica;Transporte;
mov-000588;589;2025-07-28;Entrada parques;-59.27;Gasto;Ocio;Excursiones y experiencias;Personal;;;No;No aplica;Actividades;
mov-000589;590;2025-07-28;Comida;-6.91;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000590;591;2025-07-28;Bolt;-1.48;Gasto;Transporte;Taxi y VTC;Personal;;;No;No aplica;Transporte;
mov-000591;592;2025-07-28;Libro;-16.50;Gasto;Compras;Libros y papelería;Personal;;;No;No aplica;Shopping;
mov-000592;593;2025-07-28;Doña reina;-1.15;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000593;594;2025-07-28;Alquiler;164.79;Ingreso;Piso Málaga;Ingreso alquiler;Piso Málaga;Directo/Otro;;No;Ingreso del inmueble;Alquiler;
mov-000594;595;2025-07-27;Comida iguazu;-17.49;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000595;596;2025-07-27;Gran aventura;-51.22;Gasto;Ocio;Excursiones y experiencias;Personal;;;No;No aplica;Actividades;
mov-000596;597;2025-07-27;Buffet parador;-6.78;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000597;598;2025-07-27;Airbnb;257.31;Ingreso;Piso Málaga;Ingreso alquiler;Piso Málaga;Airbnb;;No;Ingreso del inmueble;Alquiler;Importe bancario neto. No reconstruir el desglose histórico sin los datos de la reserva.
mov-000598;599;2025-07-27;Gasolina;-29.16;Gasto;Transporte;Coche;Personal;;;No;No aplica;Transporte;
mov-000599;600;2025-07-24;Alojamiento iguazu;-29.26;Gasto;Vivienda personal;Alojamiento temporal;Vivienda personal;;;No;No aplica;Actividades;
mov-000600;601;2025-07-23;Billar;-2.29;Gasto;Ocio;Deporte;Personal;;;No;No aplica;Actividades;
mov-000601;602;2025-07-22;Asado py;-5.80;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000602;603;2025-07-22;Comision py;-2.80;Gasto;Tasas y obligaciones;Otros;Personal;;;No;No aplica;Utilities;
mov-000603;604;2025-07-21;Airbnb;217.69;Ingreso;Piso Málaga;Ingreso alquiler;Piso Málaga;Airbnb;;No;Ingreso del inmueble;Alquiler;Importe bancario neto. No reconstruir el desglose histórico sin los datos de la reserva.
mov-000604;605;2025-07-20;Comida py;-10.29;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000605;606;2025-07-20;Bolt;-2.45;Gasto;Transporte;Taxi y VTC;Personal;;;No;No aplica;Transporte;
mov-000606;607;2025-07-20;Lomito py;-2.50;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000607;608;2025-07-20;Airbnb;200.00;Ingreso;Piso Málaga;Ingreso alquiler;Piso Málaga;Airbnb;;No;Ingreso del inmueble;Alquiler;Importe bancario neto. No reconstruir el desglose histórico sin los datos de la reserva.
mov-000608;609;2025-07-20;Airbnb;192.74;Ingreso;Piso Málaga;Ingreso alquiler;Piso Málaga;Airbnb;;No;Ingreso del inmueble;Alquiler;Importe bancario neto. No reconstruir el desglose histórico sin los datos de la reserva.
mov-000609;610;2025-07-19;Peruano py;-16.66;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000610;611;2025-07-19;Bolt;-2.06;Gasto;Transporte;Taxi y VTC;Personal;;;No;No aplica;Transporte;
mov-000611;612;2025-07-19;Pan;-0.50;Gasto;Comida;Supermercado;Personal;;;No;No aplica;Comida;
mov-000612;613;2025-07-19;Airbnb;289.11;Ingreso;Piso Málaga;Ingreso alquiler;Piso Málaga;Airbnb;;No;Ingreso del inmueble;Alquiler;Importe bancario neto. No reconstruir el desglose histórico sin los datos de la reserva.
mov-000613;614;2025-07-19;Airbnb;138.77;Ingreso;Piso Málaga;Ingreso alquiler;Piso Málaga;Airbnb;;No;Ingreso del inmueble;Alquiler;Importe bancario neto. No reconstruir el desglose histórico sin los datos de la reserva.
mov-000614;615;2025-07-16;Bolt;-2.38;Gasto;Transporte;Taxi y VTC;Personal;;;No;No aplica;Transporte;
mov-000615;616;2025-07-16;Pizza py;-5.67;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000616;617;2025-07-16;Comida casera py;-1.80;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000617;618;2025-07-16;Bolt;-1.17;Gasto;Transporte;Taxi y VTC;Personal;;;No;No aplica;Transporte;
mov-000618;619;2025-07-16;Bus;-4.00;Gasto;Transporte;Bus y metro;Personal;;;No;No aplica;Transporte;
mov-000619;620;2025-07-16;Padel;-5.09;Gasto;Ocio;Deporte;Personal;;;No;No aplica;Actividades;
mov-000620;621;2025-07-16;Uber;-3.50;Gasto;Transporte;Taxi y VTC;Personal;;;No;No aplica;Transporte;
mov-000621;622;2025-07-15;Comida mujer py;-1.66;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000622;623;2025-07-14;Bolt;-0.45;Gasto;Transporte;Taxi y VTC;Personal;;;No;No aplica;Transporte;
mov-000623;624;2025-07-14;Comida py;-3.16;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000624;625;2025-07-13;Entrada disco py;-11.26;Gasto;Ocio;Vida nocturna;Personal;;;No;No aplica;Actividades;
mov-000625;626;2025-07-13;Bolt;-3.00;Gasto;Transporte;Taxi y VTC;Personal;;;No;No aplica;Transporte;
mov-000626;627;2025-07-13;Cerveza;-2.00;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000627;628;2025-07-12;Entrada;-11.00;Gasto;Ocio;Cultura y eventos;Personal;;;No;No aplica;Actividades;
mov-000628;629;2025-07-12;Comida py;-2.00;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000629;630;2025-07-11;Uber;-14.88;Gasto;Transporte;Taxi y VTC;Personal;;;No;No aplica;Transporte;
mov-000630;631;2025-07-11;2 comidas sp;-12.11;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000631;632;2025-07-11;Alojamiento paraguay;-350.00;Gasto;Vivienda personal;Alojamiento temporal;Vivienda personal;;Voluntariado Paraguay 2025;No;No aplica;Utilities;
mov-000632;633;2025-07-11;Internet paraguay;-30.00;Gasto;Vivienda personal;Suministros;Vivienda personal;;Voluntariado Paraguay 2025;No;No aplica;Utilities;
mov-000633;634;2025-07-11;Comida py;-26.39;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000634;635;2025-07-09;Uber;-19.00;Gasto;Transporte;Taxi y VTC;Personal;;;No;No aplica;Transporte;
mov-000635;636;2025-07-09;3 comidas sp;-20.00;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000636;637;2025-07-09;Santander tower;-7.08;Gasto;Ocio;Cultura y eventos;Personal;;;No;No aplica;Actividades;
mov-000637;638;2025-07-08;Esim;-2.17;Gasto;Suscripciones;Almacenamiento y servicios digitales;Personal;;;No;No aplica;Actividades;Servicio digital puntual
mov-000638;639;2025-07-08;Mcdonal;-15.40;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000639;640;2025-07-07;Comida mohito;-12.76;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000640;641;2025-07-07;Seguro;-30.84;Gasto;Salud;Seguro de viaje;Personal;;;No;No aplica;Salud;
mov-000641;642;2025-07-07;Marias;-3.20;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000642;643;2025-07-05;iCloud;-9.99;Gasto;Suscripciones;Almacenamiento y servicios digitales;Personal;;;Sí;No aplica;Suscripciones;
mov-000643;644;2025-07-04;Copicentro;-1.60;Gasto;Compras;Libros y papelería;Personal;;;No;No aplica;Shopping;
mov-000644;645;2025-07-04;Airbnb;279.47;Ingreso;Piso Málaga;Ingreso alquiler;Piso Málaga;Airbnb;;No;Ingreso del inmueble;Alquiler;Importe bancario neto. No reconstruir el desglose histórico sin los datos de la reserva.
mov-000645;646;2025-07-04;Comunidad;-70.80;Gasto;Piso Málaga;Comunidad;Piso Málaga;;;Sí;Gasto del inmueble - revisar deducibilidad;Utilities;
mov-000646;647;2025-07-03;Cosass del piso;-8.90;Gasto;Piso Málaga;Mobiliario y equipamiento;Piso Málaga;;;No;Gasto del inmueble - revisar deducibilidad;Shopping;
mov-000647;648;2025-07-03;Bebidas;-3.74;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000648;649;2025-07-02;Tren;-12.48;Gasto;Transporte;Tren;Personal;;;No;No aplica;Transporte;
mov-000649;650;2025-07-01;Regalo clara;-4.78;Gasto;Compras;Regalos;Personal;;;No;No aplica;Shopping;
mov-000652;653;2025-07-01;Airbnb;200.00;Ingreso;Piso Málaga;Ingreso alquiler;Piso Málaga;Airbnb;;No;Ingreso del inmueble;Alquiler;Importe bancario neto. No reconstruir el desglose histórico sin los datos de la reserva.
mov-000653;654;2025-07-01;Caña;-2.70;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000654;655;2025-06-30;Sushi;-24.00;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000655;656;2025-06-30;Cosas piso;-14.00;Gasto;Piso Málaga;Mobiliario y equipamiento;Piso Málaga;;;No;Gasto del inmueble - revisar deducibilidad;Shopping;
mov-000656;657;2025-06-29;Gasofa;-50.00;Gasto;Transporte;Coche;Personal;;;No;No aplica;Transporte;
mov-000657;658;2025-06-28;Cerveza;-3.50;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000658;659;2025-06-27;Entrada graduacion;-10.50;Gasto;Ocio;Cultura y eventos;Personal;;;No;No aplica;Actividades;
mov-000659;660;2025-06-27;Butano;-23.80;Gasto;Piso Málaga;Gas y butano;Piso Málaga;;;Sí;Gasto del inmueble - revisar deducibilidad;Transporte;
mov-000660;661;2025-06-27;Entrada graduacion;-10.00;Gasto;Ocio;Cultura y eventos;Personal;;;No;No aplica;Actividades;
mov-000661;662;2025-06-26;Cepillo;-4.95;Gasto;Salud;Cuidado personal;Personal;;;No;No aplica;Salud;
mov-000662;663;2025-06-25;Parking;-1.35;Gasto;Transporte;Parking y peajes;Personal;;;No;No aplica;Transporte;Aparcamiento ocasional
mov-000663;664;2025-06-25;Food;-9.24;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000664;665;2025-06-24;Churros;-7.20;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000665;666;2025-06-23;Kebap;-6.50;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000666;667;2025-06-19;Graduacion;-86.50;Gasto;Ocio;Cultura y eventos;Personal;;;No;No aplica;Actividades;
mov-000667;668;2025-06-17;Renta;-1457.75;Gasto;Tasas y obligaciones;Impuestos personales;Personal;;;No;No aplica;Utilities;IRPF personal. No imputar automáticamente como gasto deducible del piso.
mov-000668;669;2025-06-17;Parking;-1.15;Gasto;Transporte;Parking y peajes;Personal;;;No;No aplica;Transporte;Aparcamiento ocasional
mov-000669;670;2025-06-17;Libro;-23.10;Gasto;Compras;Libros y papelería;Personal;;;No;No aplica;Shopping;
mov-000670;671;2025-06-17;Tortilla;-5.50;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000671;672;2025-06-17;Vacunas;-19.46;Gasto;Salud;Vacunas;Personal;;;No;No aplica;Salud;
mov-000672;673;2025-06-16;Pan;-1.00;Gasto;Comida;Supermercado;Personal;;;No;No aplica;Comida;
mov-000673;674;2025-06-16;Groceries;-10.80;Gasto;Comida;Supermercado;Personal;;;No;No aplica;Comida;
mov-000674;675;2025-06-16;Regalo nacho;-12.38;Gasto;Compras;Regalos;Personal;;;No;No aplica;Shopping;
mov-000675;676;2025-06-15;Comida stras;-18.00;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000676;677;2025-06-14;Food;-8.57;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000677;678;2025-06-14;Food (Piña colada);-10.00;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000678;679;2025-06-14;Food;-7.50;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000679;680;2025-06-11;Taxi estafa;-40.00;Gasto;Transporte;Taxi y VTC;Personal;;;No;No aplica;Transporte;
mov-000680;681;2025-06-11;Tm final;1023.00;Ingreso;Ingresos;Trabajo;Personal;;;Sí;No aplica;Sueldo;
mov-000681;682;2025-06-11;Pizza;-9.00;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000682;683;2025-06-10;IBI;-41.48;Gasto;Piso Málaga;Impuestos y tasas;Piso Málaga;;;No;Gasto del inmueble - revisar deducibilidad;Utilities;
mov-000683;684;2025-06-09;Comida uk;-60.00;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000684;685;2025-06-09;Underground y bus;-20.00;Gasto;Transporte;Bus y metro;Personal;;;No;No aplica;Transporte;
mov-000685;686;2025-06-09;Antibioticos;-21.79;Gasto;Salud;Medicamentos;Personal;;;No;No aplica;Salud;
mov-000686;687;2025-06-06;Alquiler;1200.00;Ingreso;Piso Málaga;Ingreso alquiler;Piso Málaga;Residencial;;Sí;Ingreso del inmueble;Alquiler;
mov-000689;690;2025-06-05;Ramen;-20.70;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000690;691;2025-06-05;iCloud;-9.99;Gasto;Suscripciones;Almacenamiento y servicios digitales;Personal;;;Sí;No aplica;Suscripciones;
mov-000691;692;2025-06-05;Comunidad;-70.80;Gasto;Piso Málaga;Comunidad;Piso Málaga;;;Sí;Gasto del inmueble - revisar deducibilidad;Utilities;
mov-000692;693;2025-06-05;Visa Uk;-19.70;Gasto;Tasas y obligaciones;Visados y documentación;Personal;;;No;No aplica;Utilities;
mov-000693;694;2025-06-03;Pelu;-10.00;Gasto;Salud;Cuidado personal;Personal;;;No;No aplica;Salud;
mov-000694;695;2025-06-02;Cine;-9.80;Gasto;Ocio;Cultura y eventos;Personal;;;No;No aplica;Actividades;
mov-000695;696;2025-06-01;Tren cambridge;-52.00;Gasto;Transporte;Tren;Personal;;;No;No aplica;Transporte;
mov-000696;697;2025-05-31;Socarrat;-5.47;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000697;698;2025-05-31;TM;1592.00;Ingreso;Ingresos;Trabajo;Personal;;;Sí;No aplica;Sueldo;
mov-000698;699;2025-05-29;Comidita;-2.25;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000699;700;2025-05-29;Buffet tulum;-16.40;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000700;701;2025-05-26;Noa;-17.41;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000701;702;2025-05-25;Comidita;-15.60;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000702;703;2025-05-25;Fantastico cumple de myri;-26.04;Gasto;Ocio;Cultura y eventos;Personal;;;No;No aplica;Actividades;
mov-000703;704;2025-05-21;Noa;-10.39;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000704;705;2025-05-20;Tren madrid;-16.20;Gasto;Transporte;Tren;Personal;;;No;No aplica;Transporte;
mov-000705;706;2025-05-20;Pago voluntariado;1600.00;Ingreso;Ingresos;Becas y ayudas;Personal;;Voluntariado Paraguay 2025;No;No aplica;Sueldo;Ayuda o beca para realizar voluntariado
mov-000706;707;2025-05-18;Heladito;-7.40;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000707;708;2025-05-17;Furbo;-1.00;Gasto;Ocio;Deporte;Personal;;;No;No aplica;Actividades;
mov-000708;709;2025-05-17;Noa;-26.00;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000709;710;2025-05-17;Noa;-25.00;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000710;711;2025-05-13;Gasofa;-70.00;Gasto;Transporte;Coche;Personal;;;No;No aplica;Transporte;
mov-000711;712;2025-05-11;Alojamiento rio;-33.25;Gasto;Vivienda personal;Alojamiento temporal;Vivienda personal;;;No;No aplica;Actividades;
mov-000712;713;2025-05-11;Tren londres;-48.75;Gasto;Transporte;Tren;Personal;;;No;No aplica;Transporte;
mov-000713;714;2025-05-11;Bus aeropuerto;-18.99;Gasto;Transporte;Bus y metro;Personal;;;No;No aplica;Transporte;
mov-000714;715;2025-05-10;Furbo;-1.20;Gasto;Ocio;Deporte;Personal;;;No;No aplica;Actividades;
mov-000715;716;2025-05-10;Beer;-2.92;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000716;717;2025-05-10;Bbq ainoa;-7.88;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000717;718;2025-05-10;Helado noa;-4.70;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000718;719;2025-05-10;Pizza nacional;-8.00;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000719;720;2025-05-08;Pago creditos practicas;-45.43;Gasto;Educación;Matrícula y tasas;Personal;;;No;No aplica;Utilities;
mov-000720;721;2025-05-08;Alojamiento sao paulo;-33.21;Gasto;Vivienda personal;Alojamiento temporal;Vivienda personal;;;No;No aplica;Actividades;
mov-000721;722;2025-05-07;Medicinas;-10.00;Gasto;Salud;Medicamentos;Personal;;;No;No aplica;Salud;
mov-000722;723;2025-05-07;Ainhoa;-3.33;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
